geometry,spin,inclination_deg,arm,support,source_dimension,data_dimension,rays_per_order,r_inner,r_outer,a0_999_M,reference_snr,numerical_rank,operational_rank,nullity,sigma_max,sigma_min_positive,kappa_positive,stable_rank,effective_rank,trace_information,J_old_at_reference_snr,D_vs_resolved,D_vs_resolved_localized_class,log_information_volume_total,T_rec_at_reference_snr,T_rec_right_censored,T_rec_report,T_rec_best_mode_at_reference_snr,T_rec_best_mode_report
a000_i075,0.0,75,DIRECT_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,2.000486420211182,49.97693659137778,139.81819461808945,100.0,224,159,0,14954.83653444643,0.00020631679497436003,72484823.81817214,4.574347410980064,40.579960997163816,1023039696.4918177,5.067551174290569,0.040102584345446786,0.22935986787516394,1348.959726433513,140.0,False,140.0,144.0,144.0
a000_i075,0.0,75,RESOLVED_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,2.000486420211182,49.97693659137778,139.81819461808945,100.0,224,185,0,15139.209144880462,0.0005256648079139239,28800119.233698945,4.57965175792641,46.89003577310345,1049636277.6088957,12.36464174162441,0.0,0.0,1619.4666306436725,144.0,False,144.0,148.0,148.0
a000_i075,0.0,75,UNRESOLVED_IMAGE,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,2.000486420211182,49.97693659137778,139.81819461808945,100.0,224,173,0,14777.93086670757,0.00027420842598443524,53893058.951975465,4.472752143027283,41.64368771605235,976791998.8560551,5.428650626364008,0.04046194623519667,0.1923823007064849,1377.1840179431008,140.0,False,140.0,144.0,144.0
a000_i075,0.0,75,TOTAL_FLUX,PRIMARY_GEOMETRY_DEPENDENT,224,24,1536,2.000486420211182,49.97693659137778,139.81819461808945,100.0,24,13,200,11809.26947664065,2.2385805901096448e-06,5275338099.872579,1.1237983069207205,3.3720437891312214,156723614.538838,1.0257732250651934,0.4940023869704241,0.7918006844675588,328.4232057308646,136.0,False,136.0,140.0,140.0
a000_i075,0.0,75,DELAY_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,2.000486420211182,49.97693659137778,139.81819461808945,100.0,224,194,0,15123.408102667605,0.0009732036098293545,15539819.160061896,4.61356600032015,51.05110276243383,1055203155.4502838,12.36464174162441,0.0,0.16506111881881916,1819.0884941568988,144.0,False,144.0,156.0,156.0
a000_i075,0.0,75,SPATIAL_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,2.000486420211182,49.97693659137778,139.81819461808945,100.0,224,209,0,15037.139266905162,0.13580484898167827,110726.08511154013,4.6424842275697165,53.10141682205811,1049737908.5233438,5.1495649070767175,0.03925685620202651,0.30363149057038724,1987.6723615824765,140.0,False,140.0,144.0,144.0
a000_i075,0.0,75,EQUALIZED_ORDER_SENSITIVITY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,2.000486420211182,49.97693659137778,139.81819461808945,100.0,224,196,0,21296.90292337048,0.0018692856451369938,11393070.384280248,6.008001683704453,72.45731525001429,2724977673.015565,132.6857097681086,0.4700026269580063,0.980762969220442,2979.4246667223506,172.0,False,172.0,172.0,172.0
a000_i075,0.0,75,PAIRING_DESTROYED,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,2.000486420211182,49.97693659137778,139.81819461808945,100.0,224,221,0,11318.550443493368,0.5004330530020195,22617.511724285912,8.408986055300625,92.30984205542725,1077271706.5996323,11.07441300301581,0.030960810472900346,1.018380072862247,3459.3309485690916,144.0,False,144.0,160.0,160.0
a000_i075,0.0,75,DELTA_G_INDIRECT,PRIMARY_GEOMETRY_DEPENDENT,224,0,1536,2.000486420211182,49.97693659137778,139.81819461808945,100.0,195,-1,-1,8425861.419168852,6.891163546792206e-07,12227051878765.871,1.5813148696696384,,26596581.117078222,,,,,,False,n/a,,n/a
a050_i020,0.5,20,DIRECT_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.8662043211216441,49.98371269533772,18.327979756929654,100.0,224,134,0,11648.665904574507,4.622146130161622e-07,25201855537.542664,5.799148267817555,40.788414242176415,786894647.9200565,15.27723713102844,0.26833892033390844,0.3275639587200587,592.5837131265845,20.0,False,20.0,24.0,24.0
a050_i020,0.5,20,RESOLVED_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8662043211216441,49.98371269533772,18.327979756929654,100.0,224,203,0,11649.841033061697,0.016371962836980333,711572.6531425727,5.849449705443729,53.97342347855824,793880271.8446319,69.93996996173094,0.0,0.0,895.9571246830525,60.0,False,60.0,72.0,72.0
a050_i020,0.5,20,UNRESOLVED_IMAGE,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.8662043211216441,49.98371269533772,18.327979756929654,100.0,224,180,0,11569.492517652092,0.0013275816134944315,8714712.828237448,5.790097678021917,42.64387793237616,775022854.2132993,16.851021996237055,0.25982992415856243,0.30162727304229486,611.1985928479686,20.0,False,20.0,28.0,28.0
a050_i020,0.5,20,TOTAL_FLUX,PRIMARY_GEOMETRY_DEPENDENT,224,24,1536,1.8662043211216441,49.98371269533772,18.327979756929654,100.0,24,14,200,10485.877705713916,1.6474059354396288e-05,636508433.0545186,1.3256473209413966,3.3087406229541156,145759736.70652094,23.10801266888461,0.2512573203021404,0.8410809983778352,121.31427802001944,20.0,False,20.0,44.0,44.0
a050_i020,0.5,20,DELAY_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8662043211216441,49.98371269533772,18.327979756929654,100.0,224,216,0,11650.2975038187,0.15888731939542644,73324.27501545509,5.84275849624132,54.43841935393201,793034291.5843163,69.93996996173094,0.0,0.14685687597107233,1039.378822957939,60.0,False,60.0,80.0,80.0
a050_i020,0.5,20,SPATIAL_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8662043211216441,49.98371269533772,18.327979756929654,100.0,224,141,0,11675.290464225616,1.7577714377101617e-06,6642098178.267674,5.823939153441793,42.36750128242398,793875166.6967623,15.319522344488677,0.268265670698978,0.322924555246347,613.2413469299527,20.0,False,20.0,24.0,24.0
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8662043211216441,49.98371269533772,18.327979756929654,100.0,224,217,0,12891.376918877791,0.387671032602472,33253.39227008211,15.290416139441943,105.53916532823989,2541077543.854002,437.88281284901404,1.450476722036702,1.560560601504805,2730.1492059583525,96.0,False,96.0,100.0,100.0
a050_i020,0.5,20,PAIRING_DESTROYED,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8662043211216441,49.98371269533772,18.327979756929654,100.0,224,218,0,10359.93456874083,0.5737180837795566,18057.535332495278,7.382272254770029,75.93869928330352,792326319.8172015,56.7780868074381,0.08953222280226471,0.4417028513135599,1409.3942940505979,44.0,False,44.0,80.0,80.0
a050_i020,0.5,20,DELTA_G_INDIRECT,PRIMARY_GEOMETRY_DEPENDENT,224,0,1536,1.8662043211216441,49.98371269533772,18.327979756929654,100.0,224,-1,-1,698163.5191399604,1.868550477705239e-05,37363910018.49588,4.115327987278161,,6985623.924575624,,,,,,False,n/a,,n/a
a050_i050,0.5,50,DIRECT_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.8660386527060988,49.98205255591607,57.666382656487954,100.0,224,153,0,12311.040293547552,1.0852367084276049e-05,1134410603.5064893,5.835830496026721,43.393305471948736,884488467.3936057,8.78362321221232,0.13521133305443833,0.24750766589819626,1060.3640385646247,60.0,False,60.0,60.0,60.0
a050_i050,0.5,50,RESOLVED_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8660386527060988,49.98205255591607,57.666382656487954,100.0,224,201,0,12321.319007162905,0.017512826733048308,703559.69341668,5.8915873779399375,53.15247714907294,894430760.8557628,41.213556235894124,0.0,0.0,1350.9894565748934,84.0,False,84.0,92.0,92.0
a050_i050,0.5,50,UNRESOLVED_IMAGE,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.8660386527060988,49.98205255591607,57.666382656487954,100.0,224,181,0,12212.337062726765,0.0017276255708089888,7068856.394043843,5.8096380773978815,44.76067581388855,866456258.0978112,10.085422769360788,0.12959347190911968,0.22487770020947181,1081.085407209283,60.0,False,60.0,60.0,60.0
a050_i050,0.5,50,TOTAL_FLUX,PRIMARY_GEOMETRY_DEPENDENT,224,24,1536,1.8660386527060988,49.98205255591607,57.666382656487954,100.0,24,13,200,10258.311208860474,9.844693530258114e-06,1042014276.7604789,1.1744988530640237,3.276698039379982,123595977.73806925,7.174503257739046,0.36954254228194267,0.8122146358203663,238.71519788186777,56.0,False,56.0,68.0,68.0
a050_i050,0.5,50,DELAY_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8660386527060988,49.98205255591607,57.666382656487954,100.0,224,214,0,12328.439880064385,0.15743135502931097,78309.93945119157,5.882652822391978,55.59924942820449,894106931.2887505,41.213556235894124,0.0,0.16846537381500218,1518.0263389973795,84.0,False,84.0,96.0,96.0
a050_i050,0.5,50,SPATIAL_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8660386527060988,49.98205255591607,57.666382656487954,100.0,224,177,0,12333.788688773671,0.0010318857263622793,11952669.150928313,5.87960514789911,50.2584334180802,894419313.4787182,8.827845281086653,0.1350951003183466,0.2040787993326464,1261.2181987484014,60.0,False,60.0,60.0,60.0
a050_i050,0.5,50,EQUALIZED_ORDER_SENSITIVITY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8660386527060988,49.98205255591607,57.666382656487954,100.0,224,216,0,15621.23105504729,0.3320093176041873,47050.5802902511,10.926880345691085,96.11726123447139,2666408589.2839913,305.41982483204475,0.8484292523543702,1.2397093262516155,3080.472280197752,120.0,False,120.0,124.0,124.0
a050_i050,0.5,50,PAIRING_DESTROYED,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8660386527060988,49.98205255591607,57.666382656487954,100.0,224,221,0,9444.829552320032,0.45018266924906813,20979.993672512046,10.028610413616656,93.01959349320066,894600239.0992142,29.373949060084456,0.04830217100422436,0.6819662087241875,2350.40604491827,72.0,False,72.0,96.0,96.0
a050_i050,0.5,50,DELTA_G_INDIRECT,PRIMARY_GEOMETRY_DEPENDENT,224,0,1536,1.8660386527060988,49.98205255591607,57.666382656487954,100.0,224,-1,-1,1919127.5661924328,1.6678542591668368e-06,1150656633002.8845,2.1675933584122213,,9942293.46215726,,,,,,False,n/a,,n/a
a050_i075,0.5,75,DIRECT_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.8660523030587255,49.98249922066611,138.58613975390546,100.0,224,157,0,15191.315827482465,0.00027412231378618135,55418019.852743074,4.515553263452896,40.600261608683816,1042081665.6839604,4.919305429039599,0.06327355947221515,0.26629805938906687,1388.323749987403,140.0,False,140.0,140.0,140.0
a050_i075,0.5,75,RESOLVED_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8660523030587255,49.98249922066611,138.58613975390546,100.0,224,184,0,15684.885457032418,0.0009074984650452085,17283649.57206958,4.420468972502614,47.684659340857266,1087504467.123531,15.880844401351844,0.0,0.0,1727.6897457858797,144.0,False,144.0,148.0,148.0
a050_i075,0.5,75,UNRESOLVED_IMAGE,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.8660523030587255,49.98249922066611,138.58613975390546,100.0,224,174,0,15161.935535543233,0.0004092215390572299,37050678.1497218,4.295632307343011,42.01436669142343,987498379.5692393,6.057763154797452,0.05936407217058904,0.2128011785640711,1439.5751005612963,140.0,False,140.0,144.0,144.0
a050_i075,0.5,75,TOTAL_FLUX,PRIMARY_GEOMETRY_DEPENDENT,224,24,1536,1.8660523030587255,49.98249922066611,138.58613975390546,100.0,24,13,200,12144.770862625379,1.8782707172186347e-06,6465932067.880768,1.1357077786564245,3.418638216113722,167511740.44995654,2.3888654914792986,0.4930671687947303,0.8022215443208611,336.4460722171665,136.0,False,136.0,144.0,144.0
a050_i075,0.5,75,DELAY_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8660523030587255,49.98249922066611,138.58613975390546,100.0,224,195,0,15468.59716237193,0.002424954025858861,6378923.887801675,4.561211005550158,54.1103141225125,1091395158.0414526,15.880844401351844,0.0,0.27473176708719094,2040.827249539303,144.0,False,144.0,152.0,152.0
a050_i075,0.5,75,SPATIAL_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8660523030587255,49.98249922066611,138.58613975390546,100.0,224,208,0,15410.465339250793,0.09944578633768245,154963.48218236564,4.579875830671633,54.686342441463545,1087640096.1975868,5.074408359875487,0.061558022238788604,0.34178875835103895,2148.0356048920903,140.0,False,140.0,140.0,140.0
a050_i075,0.5,75,EQUALIZED_ORDER_SENSITIVITY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8660523030587255,49.98249922066611,138.58613975390546,100.0,224,199,0,24950.62668525565,0.0036587599895523495,6819421.540768617,4.7472727817084115,72.77090356373253,2955337631.4481144,136.8411804665556,0.44503850668278555,0.921389124850234,3091.830511033634,176.0,False,176.0,180.0,180.0
a050_i075,0.5,75,PAIRING_DESTROYED,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.8660523030587255,49.98249922066611,138.58613975390546,100.0,224,223,0,12210.254247929279,0.8629506797401634,14149.423060430077,7.520318389290202,93.84711947836486,1121206590.9266386,13.240917508202427,0.03204282612093245,1.006907515823057,3658.698897774223,144.0,False,144.0,164.0,164.0
a050_i075,0.5,75,DELTA_G_INDIRECT,PRIMARY_GEOMETRY_DEPENDENT,224,0,1536,1.8660523030587255,49.98249922066611,138.58613975390546,100.0,196,-1,-1,18461473.027248144,1.388516299335153e-06,13295827377818.924,1.3123762177552891,,45422801.439570375,,,,,,False,n/a,,n/a
a090_i020,0.9,20,DIRECT_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.4359813142309958,49.810556121436626,18.329169126121606,100.0,224,135,0,11897.642536464416,5.981852708582278e-07,19889561171.231518,5.753212433625376,39.93933305843524,814389645.5730516,15.374402930657665,0.2722819258054119,0.34002003794586255,598.5392170928051,20.0,False,20.0,24.0,24.0
a090_i020,0.9,20,RESOLVED_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4359813142309958,49.810556121436626,18.329169126121606,100.0,224,203,0,11898.83040640423,0.013905607805499019,855685.7472780728,5.803839916521554,53.057742996667315,821720220.9288409,70.81091914495107,0.0,0.0,917.0966939733129,60.0,False,60.0,72.0,72.0
a090_i020,0.9,20,UNRESOLVED_IMAGE,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.4359813142309958,49.810556121436626,18.329169126121606,100.0,224,182,0,11801.95546354614,0.0012882152150308765,9161478.08676772,5.743247385416904,41.948042329294545,799954832.6839037,17.279676550119234,0.2620941857699307,0.30906016473769243,621.0209798910946,20.0,False,20.0,28.0,28.0
a090_i020,0.9,20,TOTAL_FLUX,PRIMARY_GEOMETRY_DEPENDENT,224,24,1536,1.4359813142309958,49.810556121436626,18.329169126121606,100.0,24,14,200,10698.160589133176,2.045798016897418e-05,522933373.7138729,1.326302927353017,3.302258174296048,151796218.85733348,22.720534538048796,0.2565357788078029,0.8430165657400567,122.7555575571538,20.0,False,20.0,44.0,44.0
a090_i020,0.9,20,DELAY_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4359813142309958,49.810556121436626,18.329169126121606,100.0,224,215,0,11899.449972329649,0.12099479161102786,98346.79504704477,5.798007096590097,53.54725456402493,820979886.971,70.81091914495107,0.0,0.17486890502130722,1074.7675294081141,60.0,False,60.0,80.0,80.0
a090_i020,0.9,20,SPATIAL_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4359813142309958,49.810556121436626,18.329169126121606,100.0,224,144,0,11925.883330342658,2.1783917579142804e-06,5474627457.166472,5.777434734057801,41.50836172404192,821705437.4555409,15.43897593489179,0.2721102282958731,0.3343640794100297,620.8343698537712,20.0,False,20.0,24.0,24.0
a090_i020,0.9,20,EQUALIZED_ORDER_SENSITIVITY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4359813142309958,49.810556121436626,18.329169126121606,100.0,224,217,0,13089.437316404606,0.27491791166752494,47612.166253592324,14.928436054139265,103.56096638974564,2557739246.9394155,428.2570078967347,1.4188464577604556,1.5251769960069428,2723.954998184697,96.0,False,96.0,96.0,96.0
a090_i020,0.9,20,PAIRING_DESTROYED,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4359813142309958,49.810556121436626,18.329169126121606,100.0,224,218,0,10510.725326744065,0.3652716325296982,28775.093357104583,7.337187142294955,74.3144076345349,810578294.7731329,56.108884193103364,0.09931638770350414,0.44940313758667555,1440.836414196779,44.0,False,44.0,80.0,80.0
a090_i020,0.9,20,DELTA_G_INDIRECT,PRIMARY_GEOMETRY_DEPENDENT,224,0,1536,1.4359813142309958,49.810556121436626,18.329169126121606,100.0,224,-1,-1,724015.9995978696,1.5682578291141126e-05,46166898462.5351,4.126550227664887,,7330575.355789271,,,,,,False,n/a,,n/a
a090_i050,0.9,50,DIRECT_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.4365418612039784,49.959168255181616,57.67459351357408,100.0,224,154,0,12514.481955708825,1.8819433859681482e-05,664976536.9679741,5.833681537028997,43.22479298390573,913626041.5825145,8.242478727078923,0.13472408978621514,0.2687622669042912,1075.178512110107,60.0,False,60.0,60.0,60.0
a090_i050,0.9,50,RESOLVED_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4365418612039784,49.959168255181616,57.67459351357408,100.0,224,203,0,12522.240329621802,0.017935254183676662,698191.4056740057,5.889927713720171,53.15759360198657,923578966.962086,40.43536358169043,0.0,0.0,1399.5282571545176,84.0,False,84.0,92.0,92.0
a090_i050,0.9,50,UNRESOLVED_IMAGE,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.4365418612039784,49.959168255181616,57.67459351357408,100.0,224,181,0,12396.839105663521,0.0019362021361821113,6402657.488080327,5.81121095590688,44.645096409875194,893076312.7713152,9.714230187563825,0.12817964888710645,0.23930074572883084,1103.0959511998253,60.0,False,60.0,60.0,60.0
a090_i050,0.9,50,TOTAL_FLUX,PRIMARY_GEOMETRY_DEPENDENT,224,24,1536,1.4365418612039784,49.959168255181616,57.67459351357408,100.0,24,13,200,10408.225392190043,1.1919724288849002e-05,873193468.2354206,1.1779938368776055,3.2555385020952405,127613433.89146121,6.628599071171455,0.369113825263997,0.8187499588709736,238.27414343758852,56.0,False,56.0,68.0,68.0
a090_i050,0.9,50,DELAY_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4365418612039784,49.959168255181616,57.67459351357408,100.0,224,213,0,12529.921060155231,0.16242067176462388,77144.86662334023,5.8818472320988,55.19908849005666,923443673.4772605,40.43536358169043,0.0,0.16127918866257182,1549.0324495283037,84.0,False,84.0,92.0,92.0
a090_i050,0.9,50,SPATIAL_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4365418612039784,49.959168255181616,57.67459351357408,100.0,224,179,0,12534.09685238147,0.0017012079133882927,7367763.078069236,5.878711970175918,50.1177798899484,923566719.2591493,8.279556989520623,0.13461874393327444,0.21827000720248207,1293.1261289577246,60.0,False,60.0,60.0,60.0
a090_i050,0.9,50,EQUALIZED_ORDER_SENSITIVITY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4365418612039784,49.959168255181616,57.67459351357408,100.0,224,216,0,15818.003515225124,0.2979059496647057,53097.30649229513,10.821396756148907,98.29627440844565,2707613406.2348266,303.4102051609761,0.8450982127650679,1.261775364592348,3183.948725782344,120.0,False,120.0,120.0,120.0
a090_i050,0.9,50,PAIRING_DESTROYED,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4365418612039784,49.959168255181616,57.67459351357408,100.0,224,222,0,9663.35649148448,0.8468813372489191,11410.520065155459,9.972573618435725,95.61799481210447,931243498.7247058,27.77160694330119,0.051487575377355585,0.6847931135236395,2429.497238634307,72.0,False,72.0,116.0,116.0
a090_i050,0.9,50,DELTA_G_INDIRECT,PRIMARY_GEOMETRY_DEPENDENT,224,0,1536,1.4365418612039784,49.959168255181616,57.67459351357408,100.0,224,-1,-1,1898071.7049641092,4.0566888303908295e-06,467886935459.441,2.1359304857022927,,9952925.379571566,,,,,,False,n/a,,n/a
