pair,separation_per_unit_direct,separation_per_unit_resolved,resolved_over_direct,bayes_direct_at_unit,bayes_resolved_at_unit,construction,freeze_sha256
26,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
27,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
28,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
29,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
30,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
31,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
32,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
33,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
34,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
35,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
36,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
37,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
38,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
39,0.0730434032558469,6.578009901312443,90.05618040922666,0.5145668125729658,0.999497288724196,"direction inside the direct arm's least-determined half-spectrum, maximising the resolved arm's response",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
